#{"t_start": 1711990683.188729, "env_id": "None"}
r,l,t
176.0,176,7794.923263
63.0,63,7800.824348
303.0,303,7804.186395
303.0,303,7807.616446
63.0,63,7810.421485
63.0,63,7813.233525
315.0,315,7823.835677
289.0,289,7833.905817
68.0,68,7838.521861
303.0,303,7848.882962
167.0,167,7855.820024
65.0,65,7860.310066
66.0,66,7864.843109
313.0,313,7875.525209
69.0,69,7879.81325
65.0,65,7884.024289
292.0,292,7893.74738
178.0,178,7900.790447
65.0,65,7905.061488
290.0,290,7914.860579
67.0,67,7919.018618
289.0,289,7928.095703
66.0,66,7932.385745
267.0,267,7940.786824
65.0,65,7945.161863
67.0,67,7949.336903
269.0,269,7958.46699
336.0,336,7968.543082
70.0,70,7972.874125
66.0,66,7977.372167
319.0,319,7987.38326
66.0,66,7991.757302
69.0,69,7996.264344
67.0,67,8000.603384
67.0,67,8004.992427
69.0,69,8009.622471
310.0,310,8020.193571
68.0,68,8024.689611
302.0,302,8035.136709
68.0,68,8039.540752
318.0,318,8049.756848
68.0,68,8054.186888
64.0,64,8058.61693
70.0,70,8063.088973
242.0,242,8072.030056
341.0,341,8083.256161
314.0,314,8093.361259
314.0,314,8103.988356
66.0,66,8108.414397
348.0,348,8120.086509
67.0,67,8124.408551
329.0,329,8135.440652
321.0,321,8146.243753
264.0,264,8155.50984
66.0,66,8159.851883
69.0,69,8164.472926
69.0,69,8168.717965
277.0,277,8177.779049
68.0,68,8182.316092
336.0,336,8193.175195
177.0,177,8200.094261
69.0,69,8204.444301
68.0,68,8214.911365
68.0,68,8217.904394
357.0,357,8221.496426
357.0,357,8224.918458
357.0,357,8228.251492
284.0,284,8236.886572
69.0,69,8241.217611
366.0,366,8251.543708
67.0,67,8255.853749
69.0,69,8260.05579
335.0,335,8270.690889
172.0,172,8277.550952
295.0,295,8287.286044
71.0,71,8291.616087
69.0,69,8296.160128
69.0,69,8300.71517
66.0,66,8305.117214
69.0,69,8309.577255
68.0,68,8314.339298
67.0,67,8318.779341
71.0,71,8323.242383
303.0,303,8333.71348
305.0,305,8343.923576
67.0,67,8348.38162
68.0,68,8352.797662
65.0,65,8357.322703
65.0,65,8361.807744
288.0,288,8371.978841
346.0,346,8382.949944
278.0,278,8392.635036
66.0,66,8397.092076
68.0,68,8401.577118
69.0,69,8406.03316
69.0,69,8410.556203
67.0,67,8415.007245
70.0,70,8419.509289
290.0,290,8429.675383
65.0,65,8434.133425
67.0,67,8438.561466
67.0,67,8443.034508
64.0,64,8447.511551
66.0,66,8451.805591
389.0,389,8463.148698
279.0,279,8472.202782
360.0,360,8483.066884
67.0,67,8487.414925
69.0,69,8491.466963
69.0,69,8495.887012
331.0,331,8505.606096
196.0,196,8512.656162
70.0,70,8517.115205
69.0,69,8521.400244
67.0,67,8525.647285
227.0,227,8533.178355
67.0,67,8537.473397
180.0,180,8544.042458
176.0,176,8551.273526
67.0,67,8555.798568
70.0,70,8560.22361
229.0,229,8568.193685
277.0,277,8577.18877
203.0,203,8585.015843
70.0,70,8589.454885
68.0,68,8594.117929
70.0,70,8598.570971
70.0,70,8603.025012
193.0,193,8610.438082
333.0,333,8621.377186
273.0,273,8631.214276
71.0,71,8635.809321
72.0,72,8640.378363
71.0,71,8645.000407
73.0,73,8649.538449
69.0,69,8653.929491
239.0,239,8661.852566
71.0,71,8664.798593
71.0,71,8667.728621
239.0,239,8671.01765
239.0,239,8674.367685
70.0,70,8678.882725
180.0,180,8686.226794
70.0,70,8690.509834
69.0,69,8694.978876
67.0,67,8699.364919
69.0,69,8703.89096
189.0,189,8711.427031
199.0,199,8719.104103
72.0,72,8723.729146
328.0,328,8734.76825
182.0,182,8741.407314
186.0,186,8748.622382
178.0,178,8755.439445
66.0,66,8759.824486
66.0,66,8764.118527
224.0,224,8772.146601
67.0,67,8776.479643
67.0,67,8781.119687
202.0,202,8788.287754
67.0,67,8792.595793
71.0,71,8796.944834
69.0,69,8801.334877
327.0,327,8811.02197
68.0,68,8815.207008
66.0,66,8819.565048
68.0,68,8823.928089
246.0,246,8832.029165
69.0,69,8836.477206
70.0,70,8840.922252
182.0,182,8848.049314
183.0,183,8855.066382
73.0,73,8859.405423
232.0,232,8868.045504
185.0,185,8875.483574
172.0,172,8882.529639
65.0,65,8886.849682
227.0,227,8895.21276
192.0,192,8902.88583
204.0,204,8910.155898
195.0,195,8917.928973
77.0,77,8922.632017
205.0,205,8930.575092
184.0,184,8937.89616
188.0,188,8945.357229
248.0,248,8953.777309
69.0,69,8958.404352
190.0,190,8965.953425
78.0,78,8970.644467
221.0,221,8978.488541
74.0,74,8983.128584
178.0,178,8990.322653
83.0,83,8995.126698
66.0,66,8999.71274
185.0,185,9007.267811
71.0,71,9011.806854
78.0,78,9016.4829
322.0,322,9027.137999
229.0,229,9035.581079
229.0,229,9043.555155
69.0,69,9047.931194
105.0,105,9053.081243
72.0,72,9057.625286
89.0,89,9062.409333
189.0,189,9069.231394
79.0,79,9073.661435
273.0,273,9082.401519
325.0,325,9091.618604
84.0,84,9102.790711
328.0,328,9106.152742
328.0,328,9109.543773
84.0,84,9112.515802
328.0,328,9115.936833
240.0,240,9123.982911
339.0,339,9134.515008
76.0,76,9139.159051
198.0,198,9146.668122
82.0,82,9151.497169
313.0,313,9162.169268
323.0,323,9173.061371
73.0,73,9177.698414
83.0,83,9182.49146
231.0,231,9191.04854
232.0,232,9199.54762
83.0,83,9204.302664
274.0,274,9213.895754
83.0,83,9218.688801
319.0,319,9229.534901
76.0,76,9234.158945
365.0,365,9245.660052
315.0,315,9256.248152
81.0,81,9261.166199
75.0,75,9265.568241
269.0,269,9274.966329
100.0,100,9280.165378
310.0,310,9290.663475
71.0,71,9295.118518
86.0,86,9300.084564
284.0,284,9309.914657
93.0,93,9314.728703
87.0,87,9319.579747
87.0,87,9324.475793
85.0,85,9329.009838
280.0,280,9338.285924
82.0,82,9343.002968
91.0,91,9347.908013
90.0,90,9352.573058
275.0,275,9361.265141
88.0,88,9365.897185
270.0,270,9374.250261
274.0,274,9382.937343
94.0,94,9387.537387
100.0,100,9392.638437
272.0,272,9400.910513
79.0,79,9405.625558
324.0,324,9415.648651
322.0,322,9425.525744
109.0,109,9430.826793
81.0,81,9435.74484
88.0,88,9440.804887
95.0,95,9445.998935
278.0,278,9455.709028
89.0,89,9460.877075
106.0,106,9466.361127
281.0,281,9476.23222
102.0,102,9481.35527
88.0,88,9486.413316
322.0,322,9497.371419
296.0,296,9507.784517
98.0,98,9515.978594
283.0,283,9519.214623
283.0,283,9522.456656
98.0,98,9525.441683
283.0,283,9528.781717
93.0,93,9534.073764
307.0,307,9544.651863
307.0,307,9554.83196
88.0,88,9559.794005
279.0,279,9569.612098
291.0,291,9579.681193
195.0,195,9587.305265
279.0,279,9597.024355
281.0,281,9605.750438
201.0,201,9613.190508
267.0,267,9622.369594
83.0,83,9626.896638
78.0,78,9631.580683
281.0,281,9640.778767
289.0,289,9649.44785
90.0,90,9654.358899
77.0,77,9658.751936
239.0,239,9666.549011
85.0,85,9671.476055
247.0,247,9679.318129
71.0,71,9683.845172
258.0,258,9692.270251
281.0,281,9700.946334
289.0,289,9710.127419
79.0,79,9714.784463
316.0,316,9725.347563
279.0,279,9735.121654
273.0,273,9744.732744
314.0,314,9755.518845
276.0,276,9765.076938
325.0,325,9775.436033
327.0,327,9786.522137
319.0,319,9797.205237
79.0,79,9802.074283
84.0,84,9806.86933
320.0,320,9817.414427
273.0,273,9827.051518
291.0,291,9837.088613
336.0,336,9848.219716
80.0,80,9853.015763
69.0,69,9857.560806
75.0,75,9862.218849
83.0,83,9867.047894
77.0,77,9871.759938
366.0,366,9883.742053
337.0,337,9893.904147
75.0,75,9901.244215
314.0,314,9904.628247
75.0,75,9907.513274
75.0,75,9910.390301
314.0,314,9913.658332
75.0,75,9918.344375
77.0,77,9923.304424
175.0,175,9930.117488
78.0,78,9934.520528
72.0,72,9939.178572
77.0,77,9943.660614
78.0,78,9948.002656
341.0,341,9958.060749
287.0,287,9966.604698
290.0,290,9975.367692
75.0,75,9979.910735
79.0,79,9984.51578
71.0,71,9989.214822
330.0,330,9999.581921
71.0,71,10004.058963
71.0,71,10008.742005
71.0,71,10013.262048
70.0,70,10017.68009
279.0,279,10027.410183
71.0,71,10032.063224
71.0,71,10036.615268
328.0,328,10047.598374
279.0,279,10057.102461
287.0,287,10067.147556
174.0,174,10074.247622
73.0,73,10078.782665
71.0,71,10083.298706
308.0,308,10093.842806
270.0,270,10103.309896
67.0,67,10107.821939
70.0,70,10112.409981
286.0,286,10122.703077
308.0,308,10133.373179
70.0,70,10137.857219
71.0,71,10142.553264
71.0,71,10147.128307
274.0,274,10156.681399
72.0,72,10161.182438
277.0,277,10170.785529
332.0,332,10180.894624
328.0,328,10191.597725
68.0,68,10196.262769
284.0,284,10205.632856
270.0,270,10214.681942
297.0,297,10223.632027
277.0,277,10232.580112
281.0,281,10240.771188
71.0,71,10245.04516
280.0,280,10253.636076
273.0,273,10262.202158
288.0,288,10271.347242
66.0,66,10275.630283
267.0,267,10284.558367
71.0,71,10289.030408
70.0,70,10293.290448
276.0,276,10302.963538
275.0,275690.265303,5000,43274.981719
639.791695,5000,43391.009715
713.766363,5000,43404.524841
713.766363,5000,43414.98394
713.766363,5000,43425.440041
713.766363,5000,43435.660135
713.766363,5000,43445.732194
696.03329,5000,43563.565303
1219.453245,5000,43675.991361
1335.350159,5000,43689.939493
1335.350159,5000,43700.840592
1335.350159,5000,43711.832697
1335.350159,5000,43722.958801
1335.350159,5000,43733.701869
725.776132,5000,43854.681093
686.415262,5000,43969.080166
719.936062,5000,43983.1213
719.936062,5000,43994.395405
719.936062,5000,44005.333509
719.936062,5000,44016.029608
719.936062,5000,44027.326715
664.787845,5000,44144.700818
776.839435,5000,44258.666891
1364.395923,5000,44272.726023
1364.395923,5000,44284.052128
1364.395923,5000,44295.581236
1364.395923,5000,44306.966348
1364.395923,5000,44318.571452
729.751979,5000,44437.581501
1331.00173,5000,44551.375441
818.227864,5000,44564.434557
818.227864,5000,44575.215653
818.227864,5000,44586.201748
818.227864,5000,44597.062843
818.227864,5000,44607.828937
1333.673599,5000,44725.16397
662.801227,5000,44842.310001
1326.27253,5000,44855.047114
1326.27253,5000,44866.400213
1326.27253,5000,44877.580312
1326.27253,5000,44888.465408
1326.27253,5000,44899.234503
1356.566218,5000,45018.957556
1287.632837,5000,45133.340561
1343.199786,5000,45146.269678
1343.199786,5000,45157.422773
1343.199786,5000,45168.499873
1343.199786,5000,45178.899962
1343.199786,5000,45189.382054
1339.782836,5000,45310.970052
745.321633,5000,45425.849066
1360.453333,5000,45438.92718
1360.453333,5000,45449.725273
1360.453333,5000,45460.309367
1360.453333,5000,45471.411463
1360.453333,5000,45482.405563
682.96883,5000,45603.501696
787.145485,5000,45718.217705
684.527766,5000,45731.30782
684.527766,5000,45741.48491
684.527766,5000,45751.954002
684.527766,5000,45762.488095
684.527766,5000,45772.993186
1451.567883,5000,45890.952224
750.088985,5000,46013.886307
675.477793,5000,46028.424437
675.477793,5000,46039.963537
675.477793,5000,46051.76064
675.477793,5000,46063.463747
675.477793,5000,46075.792851
642.212541,5000,46206.662518
690.09879,5000,46329.951602
234.573251,5000,46344.32673
234.573251,5000,46356.103834
234.573251,5000,46368.403941
234.573251,5000,46380.530049
234.573251,5000,46392.455156
206.916495,5000,46525.009319
1115.70347,5000,46650.101069
746.811607,5000,46665.065052
746.811607,5000,46676.793153
746.811607,5000,46688.93626
746.811607,5000,46701.724372
746.811607,5000,46714.396486
805.012455,5000,46847.971658
571.096551,5000,46974.852775
981.485545,5000,46991.377923
981.485545,5000,47003.533027
981.485545,5000,47015.781136
981.485545,5000,47027.754247
981.485545,5000,47040.325353
650.760479,5000,47167.704473
738.489444,5000,47284.582399
985.766,5000,47299.103527
985.766,5000,47310.177626
985.766,5000,47321.375725
985.766,5000,47332.573824
985.766,5000,47343.296875
910.112822,5000,47465.44495
647.095824,5000,47580.164959
1199.185354,5000,47594.624088
1199.185354,5000,47605.496183
1199.185354,5000,47616.786283
1199.185354,5000,47628.081381
1199.185354,5000,47639.517482
357.118764,5000,47760.323546
261.349832,5000,47876.983437
810.754048,5000,47890.999425
810.754048,5000,47901.530513
810.754048,5000,47912.43361
810.754048,5000,47924.06472
810.754048,5000,47935.639814
750.155995,5000,48059.318901
596.258535,5000,48177.867816
416.750273,5000,48191.838934
416.750273,5000,48202.926032
416.750273,5000,48213.699127
416.750273,5000,48224.787228
416.750273,5000,48235.847324
682.88785,5000,48355.289373
666.25615,5000,48471.268311
236.219583,5000,48485.518438
236.219583,5000,48496.355532
236.219583,5000,48507.216628
236.219583,5000,48518.147724
236.219583,5000,48529.244823
376.385994,5000,48651.997901
664.051618,5000,48764.546892
624.497107,5000,48778.515015
624.497107,5000,48788.958106
624.497107,5000,48800.61021
624.497107,5000,48811.400304
624.497107,5000,48822.112398
617.718679,5000,48944.981481
725.268658,5000,49060.124496
709.362288,5000,49073.462454
709.362288,5000,49084.358549
709.362288,5000,49095.203647
709.362288,5000,49106.06674
709.362288,5000,49117.938845
673.654652,5000,49239.693917
678.845295,5000,49356.392945
690.204676,5000,49370.069064
690.204676,5000,49381.067161
690.204676,5000,49392.127258
690.204676,5000,49403.027354
690.204676,5000,49414.226452
641.810856,5000,49534.375511
669.324217,5000,49649.919527
656.337728,5000,49663.850649
656.337728,5000,49674.596744
656.337728,5000,49685.463839
656.337728,5000,49696.159934
656.337728,5000,49706.966028
638.544247,5000,49827.640602
643.684681,5000,49940.734599
689.120253,5000,49955.421727
689.120253,5000,49966.251822
689.120253,5000,49976.805916
689.120253,5000,49987.970861
689.120253,5000,49999.503962
687.262423,5000,50121.734895
656.465393,5000,50235.636898
1355.514356,5000,50250.125026
1355.514356,5000,50260.953119
1355.514356,5000,50272.36922
1355.514356,5000,50283.33532
1355.514356,5000,50294.490417
651.411241,5000,50414.474471
673.917711,5000,50528.818478
750.714754,5000,50542.7316
750.714754,5000,50553.698696
750.714754,5000,50564.844793
750.714754,5000,50575.704889
750.714754,5000,50586.84199
700.170686,5000,50708.162058
688.21076,5000,50821.342053
689.177499,5000,50835.094173
689.177499,5000,50846.488273
689.177499,5000,50857.705375
689.177499,5000,50869.184473
689.177499,5000,50880.942577
400.218705,5000,51003.802605
711.107214,5000,51119.10462
643.126913,5000,51133.560749
643.126913,5000,51144.681778
643.126913,5000,51155.79588
643.126913,5000,51166.765973
643.126913,5000,51178.218075
711.179783,5000,51301.702161
704.083451,5000,51416.340011
924.477758,5000,51430.742136
924.477758,5000,51441.58023
924.477758,5000,51452.79633
924.477758,5000,51463.940428
924.477758,5000,51475.841532
1171.835059,5000,51596.908436
716.517637,5000,51712.907454
723.686601,5000,51726.945579
723.686601,5000,51738.161677
723.686601,5000,51749.428778
723.686601,5000,51760.438873
723.686601,5000,51772.404977
821.648963,5000,51895.162057
732.654682,5000,52007.91305
680.781734,5000,52021.663171
680.781734,5000,52032.350266
680.781734,5000,52043.153361
680.781734,5000,52053.925455
680.781734,5000,52065.80756
645.415447,5000,52188.451638
658.442313,5000,52302.362642
636.588779,5000,52316.679769
636.588779,5000,52327.603864
636.588779,5000,52338.446959
636.588779,5000,52349.272054
636.588779,5000,52361.218158
649.500649,5000,52481.403217
675.351883,5000,52595.314219
636.504951,5000,52609.412344
636.504951,5000,52620.445442
636.504951,5000,52631.016537
636.504951,5000,52642.097632
636.504951,5000,52653.944735
660.189066,5000,52776.391605
682.481913,5000,52889.641603
1330.265232,5000,52903.771586
1330.265232,5000,52914.461683
1330.265232,5000,52925.801782
1330.265232,5000,52936.258874
1330.265232,5000,52948.145979
673.505803,5000,53069.250044
684.073111,5000,53183.583
901.251688,5000,53197.939129
901.251688,5000,53209.161225
901.251688,5000,53219.790318
901.251688,5000,53231.068421
901.251688,5000,53242.833522
973.937198,5000,53364.018591
1357.511133,5000,53478.456561
773.180833,5000,53492.320682
773.180833,5000,53503.106776
773.180833,5000,53514.278875
773.180833,5000,53525.863976
773.180833,5000,53537.334077
713.931185,5000,53656.349124
652.327506,5000,53770.115126
639.714837,5000,53783.88725
639.714837,5000,53794.449343
639.714837,5000,53805.174435
639.714837,5000,53816.04553
639.714837,5000,53827.770633
709.189954,5000,53952.443731
670.654112,5000,54065.121492
683.673299,5000,54078.955613
683.673299,5000,54089.708708
683.673299,5000,54100.672806
683.673299,5000,54111.671812
683.673299,5000,54123.218913
665.618785,5000,54245.437989
680.128759,5000,54357.888926
729.732345,5000,54372.13105
729.732345,5000,54383.040146
729.732345,5000,54393.668241
729.732345,5000,54404.641336
729.732345,5000,54416.568442
716.192072,5000,54535.785534
1320.813695,5000,54648.575527
560.275515,5000,54662.034644
560.275515,5000,54672.555738
560.275515,5000,54683.718835
560.275515,5000,54693.923928
560.275515,5000,54705.553027
697.224352,5000,54825.826086
634.249865,5000,54937.318068
341.62076,5000,54951.000188
341.62076,5000,54962.360291
341.62076,5000,54972.966382
341.62076,5000,54983.856481
341.62076,5000,54995.114577
673.296525,5000,55115.546635
326.08131,5000,55228.753631
750.9934,5000,55242.711755
750.9934,5000,55253.358848
750.9934,5000,55264.033942
750.9934,5000,55274.395033
750.9934,5000,55284.909126
649.655787,5000,55406.123193
602.152735,5000,55517.521173
909.399749,5000,55531.167293
909.399749,5000,55542.202391
909.399749,5000,55552.46348
909.399749,5000,55563.908582
909.399749,5000,55575.394682
538.24623,5000,55695.225736
687.810078,5000,55805.171708
617.016146,5000,55819.008827
617.016146,5000,55829.955923
617.016146,5000,55840.955019
617.016146,5000,55852.533121
617.016146,5000,55863.694218
654.12268,5000,55983.909277
662.199077,5000,56096.417268
505.595885,5000,56110.033387
505.595885,5000,56120.50048
505.595885,5000,56131.678576
505.595885,5000,56142.753675
505.595885,5000,56154.193779
554.557916,5000,56276.192848
753.854717,5000,56390.199853
668.253353,5000,56403.996974
668.253353,5000,56414.85007
668.253353,5000,56425.832166
668.253353,5000,56437.555269
668.253353,5000,56449.470376
674.778483,5000,56568.822424
805.68999,5000,56683.15643
694.666519,5000,56696.929551
694.666519,5000,56707.526646
694.666519,5000,56718.27674
694.666519,5000,56730.348847
694.666519,5000,56742.798958
674.240634,5000,56864.268024
678.314229,5000,56977.161019
1319.042822,5000,56991.283146
1319.042822,5000,57002.626242
1319.042822,5000,57013.362336
1319.042822,5000,57025.627445
1319.042822,5000,57037.934552
1181.595184,5000,57161.315639
732.507964,5000,57271.711612
1235.726604,5000,57286.028735
1235.726604,5000,57296.682566
1235.726604,5000,57307.788665
1235.726604,5000,57319.80277
1235.726604,5000,57331.788877
666.89793,5000,57453.90095
1157.626625,5000,57565.862935
1030.935424,5000,57580.535066
1030.935424,5000,57592.360169
1030.935424,5000,57603.795312
1030.935424,5000,57614.933408
1030.935424,5000,57626.358509
676.581081,5000,57748.439582
665.800181,5000,57861.35558
667.525014,5000,57875.993705
667.525014,5000,57887.771809
667.525014,5000,57899.660752
667.525014,5000,57911.390855
667.525014,5000,57922.821958
670.15949,5000,58045.037031
635.121952,5000,58158.13791
752.874464,5000,58172.475036
752.874464,5000,58184.136139
752.874464,5000,58196.428246
752.874464,5000,58209.091358
752.874464,5000,58220.536458
700.372964,5000,58343.583541
688.916992,5000,58454.196514
818.665531,5000,58468.10754
818.665531,5000,58479.584639
818.665531,5000,58491.722746
818.665531,5000,58503.716854
818.665531,5000,58514.962951
614.770559,5000,58639.401047
728.103046,5000,58751.459033
634.310986,5000,58765.967159
634.310986,5000,58776.819257
634.310986,5000,58789.064363
634.310986,5000,58801.369981
634.310986,5000,58813.093087
669.526058,5000,58936.049167
717.858012,5000,59048.866116
658.386247,5000,59062.583236
658.386247,5000,59074.137336
658.386247,5000,59086.369445
658.386247,5000,59097.143539
658.386247,5000,59108.720642
679.464158,5000,59233.108736
661.011811,5000,59345.379724
678.964802,5000,59359.008844
678.964802,5000,59369.703938
678.964802,5000,59381.963045
678.964802,5000,59394.153153
678.964802,5000,59406.399261
651.301013,5000,59528.777338
699.354558,5000,59643.020288
679.794974,5000,59656.92241
679.794974,5000,59668.635514
679.794974,5000,59681.382625
679.794974,5000,59693.098728
679.794974,5000,59704.66683
658.143853,5000,59827.581882
646.306893,5000,59941.007876
668.745729,5000,59955.436005
668.745729,5000,59967.193106
668.745729,5000,59979.257213
668.745729,5000,59991.121318
668.745729,5000,60002.856478
699.957714,5000,60125.311557
638.806155,5000,60236.316533
689.148975,5000,60250.790661
689.148975,5000,60262.220761
689.148975,5000,60273.598861
689.148975,5000,60285.173963
689.148975,5000,60296.941067
682.824823,5000,60421.410163
655.183481,5000,60533.345106
675.659112,5000,60547.285228
675.659112,5000,60559.11833
675.659112,5000,60570.720435
675.659112,5000,60582.863541
675.659112,5000,60594.744647
684.152953,5000,60719.815746
675.362219,5000,60833.414643
664.781089,5000,60847.339767
664.781089,5000,60859.531873
664.781089,5000,60871.836982
664.781089,5000,60884.603093
664.781089,5000,60896.174196
643.518381,5000,61022.738312
655.307956,5000,61133.543103
702.983753,5000,61147.340225
702.983753,5000,61159.635333
702.983753,5000,61171.423436
702.983753,5000,61183.485542
702.983753,5000,61195.752652
651.697056,5000,61319.383742
657.112429,5000,61430.643717
651.855557,5000,61444.831844
651.855557,5000,61457.835957
651.855557,5000,61469.299059
651.855557,5000,61480.762159
651.855557,5000,61491.833256
643.063871,5000,61616.385351
680.951913,5000,61729.313348
675.266518,5000,61743.277469
675.266518,5000,61755.164572
675.266518,5000,61766.417672
675.266518,5000,61777.699773
675.266518,5000,61789.559876
831.891535,5000,61911.176972
706.148917,5000,62022.503951
696.132717,5000,62036.588075
696.132717,5000,62048.440049
696.132717,5000,62060.063152
696.132717,5000,62071.358251
696.132717,5000,62083.239356
687.107566,5000,62205.462435
710.242208,5000,62317.08736
664.755077,5000,62331.672489
664.755077,5000,62345.144608
664.755077,5000,62359.170729
664.755077,5000,62371.822843
664.755077,5000,62384.33996
716.232592,5000,62516.281112
660.422145,5000,62629.158898
681.324924,5000,62643.759025
681.324924,5000,62655.615129
681.324924,5000,62667.938239
681.324924,5000,62679.892345
681.324924,5000,62691.96045
669.757277,5000,62815.913541
655.459567,5000,62927.264521
804.39686,5000,62941.713648
804.39686,5000,62953.898756
804.39686,5000,62965.323858
804.39686,5000,62977.122959
804.39686,5000,62989.126067
678.804884,5000,63112.376152
660.349175,5000,63224.86814
697.863961,5000,63241.016281
697.863961,5000,63253.35139
697.863961,5000,63264.964494
697.863961,5000,63276.398593
697.863961,5000,63288.757702
712.284412,5000,63415.435816
670.201928,5000,63529.728824
698.4594,5000,63545.084957
698.4594,5000,63557.436065
698.4594,5000,63568.962167
698.4594,5000,63580.349268
698.4594,5000,63592.263373
685.807707,5000,63720.555576
663.425912,5000,63834.043577
1112.35322,5000,63848.903706
1112.35322,5000,63860.988812
1112.35322,5000,63872.580914
1112.35322,5000,63884.081017
1112.35322,5000,63895.161113
689.393798,5000,64022.958237
666.013744,5000,64135.236227
698.31615,5000,64150.518361
698.31615,5000,64162.458464
698.31615,5000,64174.413572
698.31615,5000,64186.205675
698.31615,5000,64197.922777
702.568184,5000,64321.678866
730.596746,5000,64433.5498
659.394352,5000,64448.343929
659.394352,5000,64459.470028
659.394352,5000,64471.599133
659.394352,5000,64483.097235
659.394352,5000,64495.504343
279.361855,5000,64617.53042
653.813254,5000,64729.0634
697.786196,5000,64743.860528
697.786196,5000,64755.325632
697.786196,5000,64767.448737
697.786196,5000,64779.440846
697.786196,5000,64791.203946
660.683428,5000,64914.099088
830.926748,5000,65024.953034
678.416528,5000,65039.150161
678.416528,5000,65050.775261
678.416528,5000,65063.00737
678.416528,5000,65074.45947
678.416528,5000,65086.665579
638.472959,5000,65209.467658
664.00399,5000,65316.993606
653.538584,5000,65331.601732
653.538584,5000,65343.103834
653.538584,5000,65354.571934
653.538584,5000,65366.305038
653.538584,5000,65378.373145
679.587258,5000,65503.537245
630.88721,5000,65614.571225
703.45991,5000,65629.382356
703.45991,5000,65641.667463
703.45991,5000,65654.313575
703.45991,5000,65666.758682
703.45991,5000,65679.489794
655.874215,5000,65804.597854
690.110585,5000,65911.926798
678.779316,5000,65926.773929
678.779316,5000,65939.193038
678.779316,5000,65950.55514
678.779316,5000,65962.420242
678.779316,5000,65974.073345
663.723356,5000,66098.410439
657.523113,5000,66209.379416
302.141104,5000,66224.770551
302.141104,5000,66236.107651
302.141104,5000,66247.41375
302.141104,5000,66258.952851
302.141104,5000,66270.800957
1204.282497,5000,66394.08804
651.814428,5000,66505.200093
660.882124,5000,66520.090906
660.882124,5000,66531.93055
660.882124,5000,66543.973208
660.882124,5000,66556.039866
660.882124,5000,66568.37454
678.810399,5000,66689.367131
661.248201,5000,66800.403183
699.28098,5000,66814.939975
699.28098,5000,66826.624614
699.28098,5000,66838.386254
699.28098,5000,66850.938938
699.28098,5000,66863.324616
1230.147726,5000,66986.201308
679.73716,5000,67098.814446
673.765657,5000,67113.291236
673.765657,5000,67125.402895
673.765657,5000,67136.861521
673.765657,5000,67149.466208
673.765657,5000,67161.479861
666.028544,5000,67285.036596
649.44141,5000,67393.466506
672.892815,5000,67408.0573
672.892815,5000,67420.043954
672.892815,5000,67432.011605
672.892815,5000,67444.426283
672.892815,5000,67456.750954
669.828141,5000,67580.394692
658.939808,5000,67688.960609
671.841661,5000,67702.998376
671.841661,5000,67714.940025
671.841661,5000,67726.632663
671.841661,5000,67738.741325
671.841661,5000,67751.172
661.204336,5000,67873.705677
685.925185,5000,67985.529773
619.874021,5000,68000.53259
619.874021,5000,68011.483186
619.874021,5000,68022.622694
619.874021,5000,68035.27238
619.874021,5000,68046.629
655.715606,5000,68171.153787
663.324434,5000,68282.060833
640.069579,5000,68296.640626
640.069579,5000,68308.498272
640.069579,5000,68320.018899
640.069579,5000,68331.820543
640.069579,5000,68343.464093
674.901792,5000,68465.323734
676.144275,5000,68576.742806
662.066483,5000,68592.429661
662.066483,5000,68604.577324
662.066483,5000,68616.655981
662.066483,5000,68628.328619
662.066483,5000,68641.21532
703.110388,5000,68762.407924
647.411844,5000,68872.94895
674.493689,5000,68888.076773
674.493689,5000,68900.517452
674.493689,5000,68912.699117
674.493689,5000,68924.455756
674.493689,5000,68935.86238
666.964245,5000,69059.48363
655.820092,5000,69169.052602
692.495339,5000,69184.703458
692.495339,5000,69196.875067
692.495339,5000,69209.125734
692.495339,5000,69220.917378
692.495339,5000,69232.477007
646.086759,5000,69355.423709
676.249905,5000,69465.085684
680.83437,5000,69480.192507
680.83437,5000,69491.783139
680.83437,5000,69503.177761
680.83437,5000,69515.125412
680.83437,5000,69526.536032
668.522747,5000,69650.451788
680.607946,5000,69761.054814
681.960934,5000,69775.598607
681.960934,5000,69786.594207
681.960934,5000,69798.301845
681.960934,5000,69809.978482
681.960934,5000,69822.389157
643.482531,5000,69945.947264
652.243071,5000,70057.727535
674.05446,5000,70072.545704
674.05446,5000,70084.536841
674.05446,5000,70096.118972
674.05446,5000,70108.254112
674.05446,5000,70120.212247
655.545827,5000,70242.207639
907.837326,5000,70353.76591
662.248535,5000,70368.850083
662.248535,5000,70380.635216
662.248535,5000,70391.884345
662.248535,5000,70404.351487
662.248535,5000,70416.598626
660.91508,5000,70538.90602
724.305904,5000,70650.847229
662.970149,5000,70665.9174
662.970149,5000,70677.535535
662.970149,5000,70689.833674
662.970149,5000,70701.580806
662.970149,5000,70712.853937
628.9143,5000,70836.478347
433.011202,5000,70947.303612
697.718911,5000,70963.315791
697.718911,5000,70975.177926
697.718911,5000,70987.523067
697.718911,5000,70999.003198
697.718911,5000,71010.168325
649.515716,5000,71133.887737
635.656364,5000,71243.70899
668.632248,5000,71258.679159
668.632248,5000,71269.930144
668.632248,5000,71281.613276
668.632248,5000,71293.487412
668.632248,5000,71304.974544
631.379216,5000,71429.041959
