#{"t_start": 1711990683.188729, "env_id": "None"}
r,l,t
628.767324,5000,71540.824233
675.706132,5000,71554.887393
675.706132,5000,71566.661526
675.706132,5000,71578.140658
675.706132,5000,71590.272796
675.706132,5000,71601.843871
636.673822,5000,71725.938283
662.136146,5000,71837.88556
645.019007,5000,71853.096605
645.019007,5000,71865.342745
645.019007,5000,71877.899888
645.019007,5000,71890.063031
645.019007,5000,71900.725149
648.243038,5000,72021.277523
328.19642,5000,72131.442779
662.655472,5000,72146.36395
662.655472,5000,72158.69909
662.655472,5000,72170.813151
662.655472,5000,72182.844289
662.655472,5000,72194.187417
643.032536,5000,72314.434789
654.308989,5000,72425.606057
923.353375,5000,72439.809218
923.353375,5000,72451.520352
923.353375,5000,72463.869495
923.353375,5000,72475.411624
923.353375,5000,72487.665765
870.695852,5000,72611.456174
908.786065,5000,72718.8734
657.354882,5000,72733.714569
657.354882,5000,72745.329701
657.354882,5000,72756.943833
657.354882,5000,72768.390964
657.354882,5000,72780.362099
645.661352,5000,72902.030488
652.082056,5000,73011.048729
629.413963,5000,73025.574895
629.413963,5000,73036.091016
629.413963,5000,73047.161141
629.413963,5000,73059.136278
629.413963,5000,73070.75741
637.655111,5000,73192.6348
645.548361,5000,73301.934046
894.563105,5000,73316.557214
894.563105,5000,73328.490349
894.563105,5000,73340.308483
894.563105,5000,73351.612613
894.563105,5000,73363.215744
895.722882,5000,73484.222124
895.427437,5000,73594.55524
903.006977,5000,73609.891395
903.006977,5000,73621.651515
903.006977,5000,73633.786636
903.006977,5000,73645.403755
903.006977,5000,73657.130873
794.011461,5000,73779.704112
906.565632,5000,73888.908212
1175.040111,5000,73903.952364
1175.040111,5000,73915.708484
1175.040111,5000,73927.777605
1175.040111,5000,73938.821717
1175.040111,5000,73950.452834
878.945188,5000,74072.254067
1169.287566,5000,74180.824162
705.198267,5000,74195.677311
705.198267,5000,74207.568431
705.198267,5000,74219.28155
705.198267,5000,74230.960668
705.198267,5000,74243.376792
635.549746,5000,74367.063041
843.498715,5000,74479.726702
896.948824,5000,74495.082855
896.948824,5000,74507.192978
896.948824,5000,74518.760096
896.948824,5000,74530.214211
896.948824,5000,74540.991322
654.825141,5000,74666.069583
1137.806141,5000,74777.048704
1178.955572,5000,74791.612852
1178.955572,5000,74803.595972
1178.955572,5000,74815.084089
1178.955572,5000,74826.853209
1178.955572,5000,74838.742327
1182.68792,5000,74959.234544
1179.594318,5000,75071.585679
1181.989759,5000,75086.816834
1181.989759,5000,75099.045957
1181.989759,5000,75111.022078
1181.989759,5000,75122.396192
1181.989759,5000,75134.552315
1178.461903,5000,75256.584549
1190.557327,5000,75367.322582
637.47706,5000,75382.709736
637.47706,5000,75395.076862
637.47706,5000,75407.77799
637.47706,5000,75420.67512
637.47706,5000,75432.043235
633.736092,5000,75553.759356
630.520433,5000,75662.313492
650.179686,5000,75677.362645
650.179686,5000,75689.928773
650.179686,5000,75701.829891
650.179686,5000,75714.319018
650.179686,5000,75726.152137
630.270128,5000,75851.657405
631.567418,5000,75962.460526
654.218707,5000,75976.456668
654.218707,5000,75987.710779
654.218707,5000,75999.607899
654.218707,5000,76012.101025
654.218707,5000,76024.532152
660.55182,5000,76148.541403
636.376425,5000,76258.301514
634.853142,5000,76274.064672
634.853142,5000,76287.071803
634.853142,5000,76299.387927
634.853142,5000,76310.875043
634.853142,5000,76323.346169
656.360098,5000,76444.509394
631.662867,5000,76556.170445
680.934104,5000,76571.031592
680.934104,5000,76582.811713
680.934104,5000,76594.923721
680.934104,5000,76607.678854
680.934104,5000,76619.036965
644.99418,5000,76742.286209
697.299042,5000,76853.820336
650.714774,5000,76868.472484
650.714774,5000,76880.821609
650.714774,5000,76892.474726
650.714774,5000,76904.366846
650.714774,5000,76915.994964
644.443062,5000,77038.2882
649.56282,5000,77152.089311
640.396487,5000,77166.408445
640.396487,5000,77178.357558
640.396487,5000,77190.245671
640.396487,5000,77202.173787
640.396487,5000,77213.751894
692.012478,5000,77336.882064
661.883909,5000,77446.465106
643.726989,5000,77461.165248
643.726989,5000,77473.409361
643.726989,5000,77485.386474
643.726989,5000,77497.096586
643.726989,5000,77509.665707
659.275843,5000,77631.593864
645.104269,5000,77742.489918
674.573937,5000,77757.167057
674.573937,5000,77768.949169
674.573937,5000,77780.665279
674.573937,5000,77793.137398
674.573937,5000,77805.663517
669.311776,5000,77929.706696
641.391529,5000,78041.636274
661.852947,5000,78057.280423
661.852947,5000,78069.028534
661.852947,5000,78080.771647
661.852947,5000,78091.70675
661.852947,5000,78104.053866
696.502025,5000,78229.642059
757.239174,5000,78341.938126
673.908056,5000,78356.431264
673.908056,5000,78368.875383
673.908056,5000,78380.872496
673.908056,5000,78392.655609
673.908056,5000,78404.04972
661.79718,5000,78526.270881
709.450474,5000,78639.622955
636.019696,5000,78654.9091
636.019696,5000,78666.701211
636.019696,5000,78679.079329
636.019696,5000,78691.348445
636.019696,5000,78703.740564
632.020519,5000,78827.319737
660.916018,5000,78939.722806
662.192954,5000,78954.88095
662.192954,5000,78967.264067
662.192954,5000,78979.410182
662.192954,5000,78991.7973
662.192954,5000,79004.153418
662.108519,5000,79129.384608
339.071817,5000,79243.550756
885.125881,5000,79258.816902
885.125881,5000,79271.071018
885.125881,5000,79283.508137
885.125881,5000,79295.700252
885.125881,5000,79307.340362
615.243252,5000,79430.35753
1157.176839,5000,79543.340605
584.979115,5000,79557.95769
584.979115,5000,79570.736814
584.979115,5000,79583.008928
584.979115,5000,79595.646048
584.979115,5000,79608.109168
1188.943273,5000,79731.55934
588.724803,5000,79844.737415
1172.182247,5000,79860.246563
1172.182247,5000,79872.554679
1172.182247,5000,79885.113798
1172.182247,5000,79897.340915
1172.182247,5000,79909.43703
1183.577848,5000,80031.984193
1167.678253,5000,80147.177289
755.577478,5000,80162.266432
755.577478,5000,80173.902543
755.577478,5000,80185.593654
755.577478,5000,80197.989771
755.577478,5000,80210.226887
1191.750516,5000,80332.49705
1179.647926,5000,80444.691114
125.096003,5000,80459.95626
125.096003,5000,80472.222378
125.096003,5000,80483.857488
125.096003,5000,80496.177605
125.096003,5000,80507.424712
1174.976098,5000,80630.192878
442.884257,5000,80740.1899
275.728563,5000,80754.542031
275.728563,5000,80766.809142
275.728563,5000,80778.349247
275.728563,5000,80790.840361
275.728563,5000,80803.222473
369.919694,5000,80926.515597
999.001866,5000,81036.020658
629.588898,5000,81050.505789
629.588898,5000,81062.510899
629.588898,5000,81073.997005
629.588898,5000,81085.735111
629.588898,5000,81097.334216
765.034456,5000,81220.89834
611.443886,5000,81331.709348
628.530605,5000,81346.672486
628.530605,5000,81357.763586
628.530605,5000,81369.250691
628.530605,5000,81381.301801
628.530605,5000,81393.226908
618.745086,5000,81516.846035
616.995792,5000,81626.319029
659.202876,5000,81641.244169
659.202876,5000,81653.184274
659.202876,5000,81665.484387
659.202876,5000,81677.887499
659.202876,5000,81690.11061
662.257624,5000,81812.180722
620.042597,5000,81924.847747
871.946756,5000,81939.422879
871.946756,5000,81950.805983
871.946756,5000,81963.072096
871.946756,5000,81974.717201
871.946756,5000,81986.476307
719.505331,5000,82108.176415
640.754758,5000,82220.441437
644.258467,5000,82234.937569
644.258467,5000,82246.91368
644.258467,5000,82259.082789
644.258467,5000,82271.257899
644.258467,5000,82282.977007
660.480263,5000,82403.254103
671.039649,5000,82517.956144
841.953252,5000,82532.673278
841.953252,5000,82544.570387
841.953252,5000,82556.505495
841.953252,5000,82568.605606
841.953252,5000,82580.613714
852.815469,5000,82703.894838
764.008039,5000,82819.496888
1191.150709,5000,82834.855027
1191.150709,5000,82847.10814
1191.150709,5000,82859.22825
1191.150709,5000,82871.696363
1191.150709,5000,82883.730472
1033.127797,5000,83006.280588
839.362287,5000,83122.804649
701.478137,5000,83137.817785
701.478137,5000,83149.948894
701.478137,5000,83162.375008
701.478137,5000,83174.819122
701.478137,5000,83187.086232
1194.120757,5000,83299.499256
857.20513,5000,83393.838972
803.13906,5000,83406.39617
803.13906,5000,83416.098258
803.13906,5000,83425.794346
803.13906,5000,83435.644435
803.13906,5000,83445.604527
656.81338,5000,83549.811475
725.753113,5000,83644.112332
853.532931,5000,83656.580445
853.532931,5000,83666.360535
853.532931,5000,83676.201624
853.532931,5000,83686.105716
853.532931,5000,83695.856805
856.737956,5000,83799.368748
847.697083,5000,83893.648604
275.132247,5000,83906.535721
275.132247,5000,83916.411812
275.132247,5000,83926.436902
275.132247,5000,83936.323991
275.132247,5000,83946.282083
54.954751,5000,84050.852034
1144.306325,5000,84146.289902
534.744021,5000,84159.029019
534.744021,5000,84168.813108
534.744021,5000,84178.867087
534.744021,5000,84188.741176
534.744021,5000,84198.525265
537.262111,5000,84302.984212
231.225609,5000,84398.271063
233.264835,5000,84411.303178
233.264835,5000,84421.282265
233.264835,5000,84431.266355
233.264835,5000,84440.999442
233.264835,5000,84450.98353
138.429906,5000,84555.902471
90.310821,5000,84650.522438
1125.96662,5000,84663.734554
1125.96662,5000,84673.768644
1125.96662,5000,84683.691732
1125.96662,5000,84693.67682
1125.96662,5000,84703.63991
752.873662,5000,84808.535842
591.358282,5000,84904.7647
751.09261,5000,84917.633813
751.09261,5000,84927.794906
751.09261,5000,84938.204996
751.09261,5000,84948.251086
751.09261,5000,84958.269177
749.043423,5000,85062.878107
1186.743886,5000,85158.387956
1203.895678,5000,85171.322073
1203.895678,5000,85181.118159
1203.895678,5000,85191.156249
1203.895678,5000,85201.262366
1203.895678,5000,85211.147454
1206.088119,5000,85316.050388
1215.117918,5000,85411.490237
749.395258,5000,85424.017349
749.395258,5000,85434.052282
749.395258,5000,85444.030371
749.395258,5000,85453.95746
749.395258,5000,85463.748545
591.02385,5000,85568.644479
1198.011046,5000,85664.082328
575.986014,5000,85676.994443
575.986014,5000,85686.898531
575.986014,5000,85696.961622
575.986014,5000,85707.170714
575.986014,5000,85717.1878
1186.863498,5000,85822.108735
357.823174,5000,85917.621586
1188.094073,5000,85930.5977
1188.094073,5000,85940.65879
1188.094073,5000,85950.570878
1188.094073,5000,85960.540966
1188.094073,5000,85970.405053
184.421241,5000,86076.052995
335.43483,5000,86172.558853
328.977393,5000,86185.741971
328.977393,5000,86195.868061
328.977393,5000,86206.013154
328.977393,5000,86216.136241
328.977393,5000,86226.310332
909.741523,5000,86330.782261
332.283389,5000,86426.913118
1155.272734,5000,86440.372237
1155.272734,5000,86450.418326
1155.272734,5000,86460.578417
1155.272734,5000,86470.677506
1155.272734,5000,86480.697597
1163.773679,5000,86586.032534
1060.244888,5000,86682.421392
520.781382,5000,86696.056514
520.781382,5000,86706.085602
520.781382,5000,86716.169692
520.781382,5000,86726.215781
520.781382,5000,86736.457873
1135.798574,5000,86841.960812
537.841,5000,86937.680664
535.200058,5000,86950.647779
535.200058,5000,86960.758869
535.200058,5000,86970.75296
535.200058,5000,86980.844047
535.200058,5000,86990.769135
539.765872,5000,87098.118091
540.446863,5000,87202.993028
553.056663,5000,87218.337161
553.056663,5000,87231.721285
553.056663,5000,87243.065381
553.056663,5000,87254.396483
553.056663,5000,87266.41559
560.190852,5000,87380.063602
256.786359,5000,87489.941578
1162.639832,5000,87504.124596
1162.639832,5000,87514.986694
1162.639832,5000,87526.003793
1162.639832,5000,87536.879887
1162.639832,5000,87547.556984
1159.799767,5000,87659.984986
1101.557924,5000,87762.487896
548.096062,5000,87776.51902
548.096062,5000,87787.289119
548.096062,5000,87798.156212
548.096062,5000,87808.94031
548.096062,5000,87820.075407
548.951158,5000,87932.044399
557.048768,5000,88034.330299
543.175424,5000,88047.951419
543.175424,5000,88058.951517
543.175424,5000,88069.625611
543.175424,5000,88080.376705
543.175424,5000,88091.558804
251.6139,5000,88198.245742
555.848168,5000,88294.674659
1161.117819,5000,88307.671772
1161.117819,5000,88317.712862
1161.117819,5000,88327.601948
1161.117819,5000,88337.492036
1161.117819,5000,88347.470123
1162.820382,5000,88452.497046
562.291168,5000,88548.961896
1166.693947,5000,88561.612007
1166.693947,5000,88571.423093
1166.693947,5000,88581.392182
1166.693947,5000,88591.814273
1166.693947,5000,88601.932362
1158.204325,5000,88707.453241
552.670674,5000,88803.837089
546.667205,5000,88816.783203
546.667205,5000,88826.940292
546.667205,5000,88837.082384
546.667205,5000,88847.093469
546.667205,5000,88857.254559
548.868618,5000,88962.693486
573.54695,5000,89058.465333
898.644114,5000,89071.562444
898.644114,5000,89081.829535
898.644114,5000,89092.258626
898.644114,5000,89102.470716
898.644114,5000,89112.674806
578.093838,5000,89217.986734
715.056336,5000,89313.646488
720.090006,5000,89326.746603
720.090006,5000,89336.988693
720.090006,5000,89347.048784
720.090006,5000,89357.129873
720.090006,5000,89367.40896
1003.991422,5000,89472.298884
1175.248358,5000,89568.007727
1196.266225,5000,89580.87184
1196.266225,5000,89591.055929
1196.266225,5000,89601.27902
1196.266225,5000,89611.391108
1196.266225,5000,89621.504197
197.28606,5000,89727.089128
613.225858,5000,89822.80092
1194.034447,5000,89835.919034
1194.034447,5000,89845.858122
1194.034447,5000,89855.769211
1194.034447,5000,89866.0003
1194.034447,5000,89875.906387
601.604868,5000,89981.438318
606.434122,5000,90078.207169
218.572356,5000,90091.284282
218.572356,5000,90101.566373
218.572356,5000,90111.590461
218.572356,5000,90121.732552
218.572356,5000,90131.931639
227.876473,5000,90237.348424
369.806324,5000,90336.102292
598.051464,5000,90350.753421
598.051464,5000,90361.411516
598.051464,5000,90372.022609
598.051464,5000,90381.897696
598.051464,5000,90391.483779
589.486931,5000,90509.420885
986.945561,5000,90616.99283
646.515767,5000,90631.179469
646.515767,5000,90642.335568
646.515767,5000,90653.592666
646.515767,5000,90664.874765
646.515767,5000,90675.730861
1194.671959,5000,90792.659892
1202.985784,5000,90901.877851
619.880071,5000,90916.149978
619.880071,5000,90927.643077
619.880071,5000,90939.394183
619.880071,5000,90951.841292
619.880071,5000,90963.430395
1181.487734,5000,91081.774435
855.912407,5000,91188.147382
1189.934278,5000,91202.462507
1189.934278,5000,91213.74861
1189.934278,5000,91225.073707
1189.934278,5000,91236.242805
1189.934278,5000,91246.812895
629.046011,5000,91362.134912
1179.200638,5000,91467.906842
918.455776,5000,91482.278038
918.455776,5000,91493.457134
918.455776,5000,91505.212236
918.455776,5000,91517.426344
918.455776,5000,91527.843537
1199.311304,5000,91640.582034
1206.525971,5000,91746.62437
1170.259948,5000,91759.867485
1170.259948,5000,91770.536582
1170.259948,5000,91781.278671
1170.259948,5000,91792.209766
1170.259948,5000,91803.400409
890.729594,5000,91913.723387
1155.472202,5000,92014.762981
869.454813,5000,92027.887921
869.454813,5000,92038.39715
869.454813,5000,92049.111764
869.454813,5000,92059.938858
869.454813,5000,92071.08492
930.71508,5000,92189.629478
942.940839,5000,92295.024012
772.076991,5000,92308.158757
772.076991,5000,92318.717849
772.076991,5000,92329.218941
772.076991,5000,92340.009035
772.076991,5000,92350.395125
1157.022483,5000,92461.641093
811.103366,5000,92565.205945
611.013025,5000,92578.518062
611.013025,5000,92589.289153
611.013025,5000,92600.35925
611.013025,5000,92611.358345
611.013025,5000,92622.151442
1171.960971,5000,92733.307407
782.198928,5000,92836.412308
1151.402339,5000,92850.026372
1151.402339,5000,92860.770467
1151.402339,5000,92871.419559
1151.402339,5000,92882.536656
1151.402339,5000,92892.539255
1153.486335,5000,92997.902199
1152.330175,5000,93090.027
1156.133428,5000,93101.848103
1156.133428,5000,93111.132184
1156.133428,5000,93120.469265
1156.133428,5000,93129.878347
1156.133428,5000,93138.913426
1155.272286,5000,93242.083323
1167.456996,5000,93338.744164
1177.476952,5000,93350.95427
1177.476952,5000,93360.282351
1177.476952,5000,93370.218438
1177.476952,5000,93380.043524
1177.476952,5000,93389.360606
1168.296369,5000,93491.835497
1170.119562,5000,93584.929191
1209.619915,5000,93596.860294
1209.619915,5000,93607.68039
1209.619915,5000,93618.183464
1209.619915,5000,93628.423553
1209.619915,5000,93638.011637
1187.848833,5000,93741.279534
1175.128672,5000,93834.918351
1188.305555,5000,93847.309457
1188.305555,5000,93857.065542
1188.305555,5000,93867.274631
1188.305555,5000,93876.981716
1188.305555,5000,93886.451801
1181.190084,5000,93990.0667
1184.653774,5000,94087.619639
1187.213589,5000,94099.965746
1187.213589,5000,94109.708831
1187.213589,5000,94119.82592
1187.213589,5000,94131.553022
1187.213589,5000,94142.178626
.859652
938.130023,5000,92127.283743
1549.121399,5000,92229.463582
1582.892802,5000,92335.161041
1534.213439,5000,92347.398148
1534.213439,5000,92356.985231
1534.213439,5000,92366.648314
1534.213439,5000,92376.131397
2960.110139,5000,92385.458482
2928.70908,5000,92477.086276
561.84623,5000,92579.605169
1542.746095,5000,92592.007276
1542.746095,5000,92601.966363
1542.746095,5000,92611.641449
1542.746095,5000,92621.987537
2926.629765,5000,92631.526623
1543.53465,5000,92727.275453
1533.749435,5000,92829.682344
1584.587795,5000,92841.91645
1530.173324,5000,92851.366532
1530.173324,5000,92860.940615
1584.587795,5000,92870.404698
1584.587795,5000,92880.131783
1530.015932,5000,92974.901475
1743.904155,5000,93077.859372
1529.53374,5000,93090.345479
1591.081909,5000,93099.865565
1529.53374,5000,93109.403645
1591.081909,5000,93118.729726
1591.081909,5000,93128.793815
1591.258424,5000,93222.908632
1594.482471,5000,93326.643536
2921.755249,5000,93339.549649
1530.124467,5000,93349.523734
2921.755249,5000,93359.44082
2921.755249,5000,93369.432908
2921.755249,5000,93379.226572
2930.241552,5000,93476.999936
91
82.0,82,22282.425732
84.0,84,22287.192774
88.0,88,22292.168817
266.0,266,22301.281898
268.0,268,22310.261979
267.0,267,22319.186054
176.0,176,22326.312118
270.0,270,22335.052195
82.0,82,22339.877238
295.0,295,22348.662315
81.0,81,22353.528357
82.0,82,22358.3874
272.0,272,22366.942475
265.0,265,22375.313553
267.0,267,22383.861623
84.0,84,22392.066696
268.0,268,22395.341725
84.0,84,22398.301751
268.0,268,22401.648783
268.0,268,22405.04781
273.0,273,22414.871897
273.0,273,22424.690984
84.0,84,22429.749027
265.0,265,22439.234112
81.0,81,22444.504158
82.0,82,22449.508202
266.0,266,22459.155286
267.0,267,22468.699371
330.0,330,22479.837469
261.0,261,22489.281552
83.0,83,22494.081595
265.0,265,22503.400676
270.0,270,22512.877759
82.0,82,22517.721802
86.0,86,22522.645846
257.0,257,22532.032928
88.0,88,22536.946971
263.0,263,22546.374054
257.0,257,22555.546134
83.0,83,22560.272176
271.0,271,22569.476258
84.0,84,22574.493301
84.0,84,22579.395345
258.0,258,22588.191422
265.0,265,22597.226501
81.0,81,22602.011543
84.0,84,22606.557585
86.0,86,22611.425628
265.0,265,22619.700701
84.0,84,22624.548742
81.0,81,22629.253783
84.0,84,22634.048826
266.0,266,22642.590902
83.0,83,22647.351944
268.0,268,22655.987019
83.0,83,22660.576061
81.0,81,22665.1901
82.0,82,22669.78414
264.0,264,22678.746219
245.0,245,22687.192293
86.0,86,22692.056338
81.0,81,22696.927379
262.0,262,22706.325462
84.0,84,22711.190505
86.0,86,22716.314552
263.0,263,22725.303629
84.0,84,22730.180674
85.0,85,22735.218716
251.0,251,22744.399797
248.0,248,22753.360876
238.0,238,22762.104952
265.0,265,22771.599036
87.0,87,22776.422078
81.0,81,22781.122119
261.0,261,22790.2862
241.0,241,22799.43228
239.0,239,22808.153357
80.0,80,22814.900417
256.0,256,22818.082444
256.0,256,22821.364474
256.0,256,22824.571501
256.0,256,22827.77953
269.0,269,22837.602616
266.0,266,22845.91369
82.0,82,22850.667732
81.0,81,22855.164771
85.0,85,22859.889813
270.0,270,22868.643891
84.0,84,22873.493932
233.0,233,22881.628004
240.0,240,22889.766075
340.0,340,22900.265168
235.0,235,22908.48424
233.0,233,22916.642313
233.0,233,22924.397381
235.0,235,22932.682453
83.0,83,22937.394495
233.0,233,22945.420566
80.0,80,22950.012606
238.0,238,22958.174679
229.0,229,22966.635754
227.0,227,22974.552823
417.0,417,22987.089932
81.0,81,22991.833976
84.0,84,22996.757017
231.0,231,23005.270092
235.0,235,23014.074169
85.0,85,23018.872213
86.0,86,23023.856256
85.0,85,23028.7753
544.0,544,23045.146443
84.0,84,23050.017487
428.0,428,23063.544605
482.0,482,23078.498737
226.0,226,23087.055813
86.0,86,23091.816854
85.0,85,23096.680897
83.0,83,23101.274937
83.0,83,23106.12898
396.0,396,23118.871092
427.0,427,23131.686205
85.0,85,23136.595248
228.0,228,23144.560318
84.0,84,23149.555363
80.0,80,23154.132402
94.0,94,23159.459448
283.0,283,23168.683533
432.0,432,23181.688645
79.0,79,23186.585688
428.0,428,23199.0178
427.0,427,23205.830857
427.0,427,23209.811893
427.0,427,23213.275923
83.0,83,23216.32895
427.0,427,23219.949981
82.0,82,23224.932025
88.0,88,23229.711067
88.0,88,23234.58011
85.0,85,23239.019149
438.0,438,23251.215257
87.0,87,23256.189301
85.0,85,23260.818346
252.0,252,23269.616418
377.0,377,23282.107528
88.0,88,23287.104573
434.0,434,23300.260688
439.0,439,23314.083809
81.0,81,23318.840853
81.0,81,23323.654895
432.0,432,23337.342015
220.0,220,23345.729088
432.0,432,23359.293208
79.0,79,23364.005251
389.0,389,23375.918354
81.0,81,23380.758397
85.0,85,23385.64644
375.0,375,23397.210541
86.0,86,23402.61559
82.0,82,23407.533632
405.0,405,23420.236744
417.0,417,23432.858857
440.0,440,23445.921972
371.0,371,23457.457071
399.0,399,23469.57618
478.0,478,23483.487302
93.0,93,23488.488345
376.0,376,23500.002447
442.0,442,23511.921551
479.0,479,23524.845665
432.0,432,23536.86477
433.0,433,23549.209882
83.0,83,23554.018923
86.0,86,23559.116967
480.0,480,23568.366051
480.0,480,23572.147082
93.0,93,23575.43711
93.0,93,23578.392137
480.0,480,23582.058169
84.0,84,23587.150214
84.0,84,23592.225257
433.0,433,23606.516383
90.0,90,23611.568429
88.0,88,23616.974475
438.0,438,23630.708597
91.0,91,23635.797642
83.0,83,23640.836685
94.0,94,23646.029732
85.0,85,23651.344778
83.0,83,23656.272821
90.0,90,23661.259868
94.0,94,23666.709912
81.0,81,23671.550956
384.0,384,23684.552073
431.0,431,23698.138191
88.0,88,23703.242235
93.0,93,23708.452282
83.0,83,23713.109322
374.0,374,23724.872425
381.0,381,23736.471527
93.0,93,23741.451573
379.0,379,23753.183674
436.0,436,23766.096787
441.0,441,23778.913902
439.0,439,23792.037016
433.0,433,23804.338125
87.0,87,23809.121167
85.0,85,23814.171211
83.0,83,23819.072254
433.0,433,23831.248362
385.0,385,23842.940464
86.0,86,23848.08551
384.0,384,23860.104617
374.0,374,23872.946728
382.0,382,23884.950833
82.0,82,23890.18388
391.0,391,23902.882992
87.0,87,23907.891035
83.0,83,23913.126081
432.0,432,23927.195205
381.0,381,23939.657316
84.0,84,23952.65143
84.0,84,23955.664456
84.0,84,23958.50548
442.0,442,23962.080512
84.0,84,23965.087538
378.0,378,23977.848652
397.0,397,23990.33176
371.0,371,24002.341867
384.0,384,24014.388972
84.0,84,24019.060014
82.0,82,24024.080057
84.0,84,24029.119102
78.0,78,24033.886144
84.0,84,24039.163191
336.0,336,24049.765284
284.0,284,24059.081366
80.0,80,24063.803409
372.0,372,24075.367511
392.0,392,24087.457616
78.0,78,24092.249658
374.0,374,24103.387757
80.0,80,24108.288802
85.0,85,24113.551846
81.0,81,24118.465889
82.0,82,24123.350931
77.0,77,24127.873973
395.0,395,24140.13108
432.0,432,24153.344198
431.0,431,24167.462322
440.0,440,24181.218441
84.0,84,24186.321486
430.0,430,24200.117607
281.0,281,24210.130694
259.0,259,24219.473777
432.0,432,24233.318899
254.0,254,24242.886984
382.0,382,24255.146091
84.0,84,24260.068135
90.0,90,24265.347181
88.0,88,24270.511227
85.0,85,24275.452271
341.0,341,24286.916371
85.0,85,24291.768413
82.0,82,24296.938459
436.0,436,24309.925573
385.0,385,24321.630677
433.0,433,24333.649782
84.0,84,24336.902811
84.0,84,24339.844838
84.0,84,24343.071866
84.0,84,24346.203895
83.0,83,24351.21994
84.0,84,24356.214981
80.0,80,24360.741021
427.0,427,24373.803136
87.0,87,24378.940181
87.0,87,24384.178228
480.0,480,24397.208345
272.0,272,24406.176299
479.0,479,24419.401275
481.0,481,24433.7484
82.0,82,24438.655444
481.0,481,24452.885569
80.0,80,24457.734611
431.0,431,24471.149729
80.0,80,24476.135775
83.0,83,24481.294818
76.0,76,24486.169862
443.0,443,24500.292985
83.0,83,24505.24703
82.0,82,24510.256073
483.0,483,24525.465209
88.0,88,24530.488254
79.0,79,24535.767298
84.0,84,24540.391339
83.0,83,24545.560386
398.0,398,24558.632499
402.0,402,24571.353611
75.0,75,24576.360655
396.0,396,24589.466772
324.0,324,24599.999864
79.0,79,24604.784907
79.0,79,24609.555948
81.0,81,24614.246988
83.0,83,24618.832028
79.0,79,24623.862073
83.0,83,24628.710118
350.0,350,24640.124218
84.0,84,24645.335262
82.0,82,24650.061306
418.0,418,24661.974408
82.0,82,24666.75645
85.0,85,24671.629493
481.0,481,24685.251613
355.0,355,24695.846707
482.0,482,24709.392826
81.0,81,24714.273869
83.0,83,24719.521956
83.0,83,24726.601019
489.0,489,24730.274051
83.0,83,24733.433079
489.0,489,24737.394114
83.0,83,24740.855144
487.0,487,24756.291284
82.0,82,24761.512327
414.0,414,24774.913444
402.0,402,24787.975559
83.0,83,24792.821604
87.0,87,24798.109651
89.0,89,24803.179693
81.0,81,24808.207737
87.0,87,24813.353782
87.0,87,24818.289826
404.0,404,24831.21794
420.0,420,24844.945061
79.0,79,24849.733103
87.0,87,24854.975149
90.0,90,24860.007193
556.0,556,24876.834341
422.0,422,24889.457452
399.0,399,24901.583558
405.0,405,24914.043669
415.0,415,24926.669779
94.0,94,24931.856825
90.0,90,24936.92987
86.0,86,24941.955914
421.0,421,24953.807019
102.0,102,24959.231067
91.0,91,24964.176111
99.0,99,24969.719159
97.0,97,24974.705204
99.0,99,24979.694248
417.0,417,24991.613352
412.0,412,25003.990461
92.0,92,25009.251346
408.0,408,25021.388451
88.0,88,25026.559497
105.0,105,25031.874547
99.0,99,25037.193589
412.0,412,25050.338706
99.0,99,25055.470752
410.0,410,25069.123872
102.0,102,25074.66192
399.0,399,25087.637036
481.0,481,25102.956171
104.0,104,25108.790224
99.0,99,25115.58828
99.0,99,25118.690308
99.0,99,25122.000337
99.0,99,25125.032363
99.0,99,25128.263394
411.0,411,25141.793511
410.0,410,25155.181629
410.0,410,25167.94374
100.0,100,25173.56679
100.0,100,25178.760817
415.0,415,25191.277926
92.0,92,25196.645975
98.0,98,25201.874019
411.0,411,25214.254128
96.0,96,25219.361175
485.0,485,25233.543298
407.0,407,25245.173401
403.0,403,25257.194507
404.0,404,25269.394516
407.0,407,25280.536613
100.0,100,25286.191664
414.0,414,25297.964769
484.0,484,25311.96989
492.0,492,25326.575019
101.0,101,25332.29607
310.0,310,25342.504159
99.0,99,25347.844209
98.0,98,25352.775252
404.0,404,25366.35737
100.0,100,25371.675418
94.0,94,25376.810461
413.0,413,25390.42858
95.0,95,25395.892632
102.0,102,25401.243677
309.0,309,25412.173771
390.0,390,25424.309881
483.0,483,25439.773017
95.0,95,25445.223063
99.0,99,25450.656111
432.0,432,25464.048229
100.0,100,25469.671278
389.0,389,25479.235363
389.0,389,25482.931396
389.0,389,25486.581427
95.0,95,25489.703454
95.0,95,25493.168485
108.0,108,25499.066539
486.0,486,25513.94767
103.0,103,25519.651718
103.0,103,25525.075767
107.0,107,25530.403813
396.0,396,25541.417909
103.0,103,25546.607955
103.0,103,25552.203004
483.0,483,25566.121128
486.0,486,25578.919141
397.0,397,25590.256241
434.0,434,25603.147355
493.0,493,25617.620487
98.0,98,25622.848528
105.0,105,25628.143576
100.0,100,25633.563622
395.0,395,25646.465735
103.0,103,25651.59078
484.0,484,25666.977916
436.0,436,25681.137044
396.0,396,25694.048154
94.0,94,25699.139199
401.0,401,25712.463316
