#{"t_start": 1704028157.1055949, "env_id": "None"}
r,l,t
-38967.247389,4001,10988.520618
-30343.540196,4001,11084.74259
-29182.223902,4001,11180.546623
-30095.917072,4001,11275.957484
-28450.324057,4001,11371.830848
-33941.413483,4001,11468.172658
-28939.065655,4001,11563.466481
-45619.793779,4001,11658.564314
-49332.692117,4001,11758.805382
-40732.934755,4001,11856.223113
-35946.695011,4001,11949.125928
-26869.461133,4001,12042.212738
-27973.505372,4001,12135.924381
-23289.401463,4001,12228.746321
-23215.918448,4001,12321.985612
-42707.965801,4001,12415.038686
-26319.53234,4001,12507.674552
-27373.074275,4001,12599.768369
-24645.910985,4001,12692.367186
-28892.060397,4001,12784.980993
-29658.244807,4001,12877.130658
-28948.469166,4001,12969.812482
-29719.332217,4001,13063.249303
-28213.262414,4001,13157.287068
-26710.078236,4001,13251.29038
-25512.850439,4001,13344.453188
-20780.285859,4001,13437.424064
-22036.427667,4001,13530.631387
-24907.11169,4001,13623.144674
-23429.088923,4001,13716.507999
-24334.925605,4001,13809.966818
-19114.651977,4001,13902.775625
-23403.620115,4001,13995.555018
-18639.322818,4001,14087.974228
-24772.678898,4001,14181.358106
-23540.292011,4001,14274.546423
-21329.863337,4001,14367.813722
-32991.197292,4001,14461.286622
-15595.501886,4001,14553.915605
-21141.445801,4001,14647.102837
-25219.133611,4001,14740.034745
-25871.002786,4001,14832.775524
-24120.876248,4001,14925.325366
-23826.509315,4001,15018.335633
-20784.492113,4001,15111.96093
-22260.279743,4001,15205.138817
-22257.339495,4001,15297.641672
-22595.47251,4001,15390.28145
-22736.799888,4001,15484.021351
-21028.855017,4001,15578.079044
-21607.673895,4001,15672.232796
-18965.57239,4001,15766.686624
-18395.492237,4001,15860.082326
-22947.639882,4001,15953.444206
-22849.804023,4001,16046.873867
-25791.56896,4001,16140.86162
-21719.714959,4001,16234.489415
-21859.414547,4001,16327.827546
-22498.422318,4001,16421.27533
-23610.211107,4001,16515.120119
-24761.565775,4001,16608.485903
-23215.984177,4001,16701.745687
-23958.058882,4001,16795.601496
-22955.497133,4001,16889.69929
-20487.054206,4001,16984.258081
-21661.265614,4001,17078.09887
-22686.887042,4001,17171.312652
-16281.919033,4001,17264.950441
-16164.707673,4001,17359.097229
-21008.959773,4001,17452.178
-17217.25751,4001,17546.033832
-19408.549453,4001,17639.424608
-17547.033492,4001,17733.168395
-17801.645522,4001,17826.886182
-16671.482049,4001,17920.79397
-18033.321004,4001,18014.986763
-18482.079479,4001,18108.802755
-16914.850737,4001,18201.872319
-21574.27537,4001,18295.715143
-20334.477389,4001,18388.576934
-20480.460675,4001,18482.615742
-21605.967502,4001,18576.562565
-20677.713424,4001,18671.435382
-16986.736024,4001,18765.183066
-21425.338268,4001,18859.073065
-21778.88887,4001,18953.049944
-21380.527548,4001,19046.727731
-20070.743918,4001,19140.697589
-20272.064996,4001,19234.856081
-21299.703311,4001,19329.237875
-22469.485946,4001,19423.119663
-19262.41418,4001,19517.61546
-17867.64343,4001,19611.268244
-19313.997537,4001,19704.425026
-17276.806288,4001,19798.249946
-20244.443471,4001,19892.288802
-19840.887206,4001,19986.415572
-21693.238296,4001,20080.257424
-19151.751234,4001,20173.896647
-20616.262827,4001,20267.11217
-22259.933984,4001,20361.678946
-20247.615541,4001,20455.885775
-16213.440035,4001,20550.174442
-22126.457634,4001,20643.839225
-22544.113095,4001,20737.640079
-23595.327092,4001,20831.067375
-24241.466621,4001,20924.877163
-21555.95063,4001,21018.158544
-21847.164395,4001,21112.116262
-20248.966068,4001,21205.346083
-18367.265543,4001,21298.522926
-21506.663364,4001,21392.266738
-23171.214578,4001,21485.275549
-18673.067354,4001,21579.466339
-17973.804463,4001,21673.64613
-21834.311374,4001,21767.364919
-18211.430869,4001,21861.272707
-21124.916405,4001,21954.740832
-20089.725743,4001,22048.099263
-16265.77177,4001,22141.348066
-19527.379279,4001,22236.086373
-20516.226046,4001,22330.81317
-27180.743542,4001,22425.07796
-20692.027195,4001,22519.40737
-27846.695635,4001,22613.547349
-32318.824732,4001,22707.545014
-20714.176938,4001,22801.995808
-20121.93215,4001,22896.433601
-19631.870433,4001,22990.817394
-16620.243468,4001,23086.869201
-18760.319102,4001,23181.820999
-14827.068955,4001,23275.864789
-19845.420916,4001,23370.06558
-19776.526343,4001,23463.746438
-17386.070149,4001,23557.582209
-27293.430763,4001,23651.280015
-19556.440875,4001,23745.376825
-17823.258621,4001,23839.183612
-17654.757304,4001,23933.107401
-19502.341944,4001,24027.215193
-14352.680846,4001,24121.669985
-16893.965906,4001,24215.614779
-15950.775572,4001,24310.03057
-18876.05422,4001,24404.468361
-17640.731699,4001,24498.942154
-16552.344053,4001,24593.64595
-17974.735077,4001,24687.70174
-17760.614068,4001,24782.188533
-17483.32108,4001,24877.430334
-18696.317329,4001,24971.292122
-17971.037172,4001,25065.503913
-16565.595453,4001,25159.791998
-18110.209013,4001,25254.04979
-17749.051753,4001,25347.872581
-16958.379277,4001,25441.664367
-17943.463168,4001,25535.19316
-11959.782655,4001,25629.536491
-16954.780616,4001,25723.820281
-16128.664214,4001,25818.081023
-14235.729044,4001,25913.339824
-16167.972566,4001,26007.584615
-15500.851652,4001,26102.125409
-15564.311121,4001,26196.630239
-15052.858343,4001,26291.620901
-15553.234865,4001,26385.680692
-17317.242097,4001,26479.535479
-17181.355266,4001,26574.034272
-12968.965016,4001,26668.009062
-13938.114982,4001,26762.335854
-13951.239674,4001,26856.141641
-15102.053697,4001,26950.481434
-12479.711765,4001,27044.581225
-16521.623354,4001,27138.259012
-16008.095045,4001,27232.1588
-13897.190796,4001,27326.259591
-15466.837862,4001,27420.043378
-16253.815215,4001,27514.465172
-10673.376532,4001,27608.552962
-11951.883219,4001,27702.15575
-14326.333331,4001,27795.603533
-12407.873561,4001,27890.264328
-15892.484597,4001,27984.260119
-19124.420406,4001,28078.244864
-15703.821716,4001,28172.111652
-14508.650618,4001,28266.475444
-8007.156098,4001,28360.423203
-16757.00285,4001,28454.406993
-12584.158448,4001,28548.121779
-16437.880686,4001,28642.423573
-15643.485564,4001,28736.178359
-12057.037669,4001,28830.481151
-15668.775589,4001,28924.836943
-15973.48176,4001,29019.408738
-13216.603427,4001,29114.372535
-17520.721725,4001,29209.005015
-13060.530683,4001,29303.732342
-13070.758137,4001,29398.402265
-10828.738633,4001,29493.834062
-12215.098704,4001,29588.575881
-14995.536216,4001,29683.246676
-13748.712482,4001,29777.70247
-17346.666924,4001,29872.260264
-14372.811096,4001,29966.183054
-14197.734816,4001,30060.365845
-14098.880628,4001,30155.122492
-12157.908333,4001,30249.418283
-16045.51361,4001,30343.997587
-18451.626999,4001,30438.52238
-15395.316077,4001,30533.229175
-16230.960835,4001,30628.173973
-18388.341806,4001,30723.255772
-11367.324977,4001,30817.970568
-15740.580851,4001,30912.673364
-15749.427713,4001,31006.44015
-16179.047248,4001,31100.814756
-8237.260476,4001,31195.100548
-9397.550774,4001,31290.165438
-8778.206732,4001,31384.295252
-13272.408099,4001,31478.76907
-11007.877726,4001,31572.530877
-13758.340783,4001,31667.218272
-13083.133756,4001,31762.291686
-13321.033088,4001,31857.609487
-11216.071908,4001,31952.917289
-9888.95099,4001,32048.291088
-7148.200003,4001,32143.406896
-10471.698641,4001,32237.81668
-8119.853456,4001,32332.488485
-7906.093805,4001,32427.994278
-6143.604708,4001,32523.114078
-4999.860137,4001,32617.831742
-6589.240423,4001,32712.381337
-5474.652491,4001,32806.825129
-4148.323308,4001,32901.589925
-5796.849536,4001,32996.509722
-1504.762588,4001,33092.22953
-2371.148601,4001,33187.732328
-1212.344937,4001,33282.674748
-11991.912755,4001,33377.789018
-3482.311055,4001,33472.319078
-12299.526732,4001,33567.550695
-10317.40865,4001,33662.267492
-11268.082546,4001,33757.406189
-14742.862691,4001,33852.76898
-13787.618208,4001,33947.515774
-10352.492181,4001,34041.743567
-11905.253319,4001,34136.231359
-4925.839212,4001,34230.360607
-9084.687748,4001,34325.437733
-11950.085669,4001,34420.296164
-2834.217337,4001,34514.771165
-8024.919652,4001,34609.170117
-12113.854095,4001,34703.784086
-3048.439273,4001,34798.619062
-6806.064671,4001,34893.79906
-12007.199403,4001,34989.09839
-9453.488128,4001,35083.572351
-9747.476104,4001,35178.283173
-10495.189837,4001,35273.27616
-16199.640532,4001,35368.680157
-12586.923435,4001,35463.354142
-11489.539848,4001,35558.136131
-2966.11033,4001,35652.925141
-11733.931441,4001,35748.500474
-3868.667371,4001,35843.38987
-2847.167256,4001,35937.997836
-8962.174333,4001,36032.476795
-12779.330948,4001,36127.818801
-9282.852801,4001,36222.223757
-11737.741809,4001,36316.943368
-2393.225417,4001,36411.227318
-6833.389128,4001,36505.714179
-9201.558404,4001,36599.954126
-5096.782502,4001,36695.486142
-6232.630631,4001,36789.857095
-8651.890442,4001,36884.918087
-4374.460041,4001,36979.220037
-1613.553082,4001,37074.555204
-3967.425188,4001,37169.937932
-3573.977377,4001,37264.611562
-4759.761397,4001,37359.535545
-8273.082273,4001,37454.178514
-3577.882874,4001,37548.59047
-3363.569262,4001,37643.407448
-11440.620395,4001,37738.183424
-2543.422334,4001,37833.296418
-8851.520686,4001,37927.968542
-7735.285824,4001,38022.712888
-7745.874075,4001,38117.861721
-2163.545628,4001,38211.881521
-9717.762645,4001,38306.736342
-9656.255376,4001,38401.633167
-4311.607482,4001,38496.196872
-6856.899051,4001,38590.542663
-3573.880268,4001,38685.570824
-6274.864208,4001,38780.598626
-6645.217885,4001,38875.765425
-3704.230898,4001,38970.957231
-4043.290487,4001,39065.371018
-5999.535556,4001,39159.993813
-10047.62718,4001,39255.395382
-6694.02454,4001,39349.910263
-4427.805617,4001,39444.513058
-13111.831914,4001,39539.148852
-1130.478411,4001,39633.359643
-3570.641741,4001,39728.04845
-1779.875061,4001,39822.466231
-3082.854099,4001,39916.985026
-7915.519645,4001,40011.706822
-8643.089672,4001,40106.448617
-5706.734738,4001,40201.320414
-7816.898453,4001,40296.413213
-5645.182522,4001,40391.571016
-2637.890918,4001,40486.216012
-4606.339226,4001,40580.384802
-7274.412424,4001,40674.228589
-15909.04656,4001,40768.827988
-10383.314634,4001,40863.352245
-9663.394989,4001,40958.023057
-6370.790261,4001,41052.036849
-12074.765483,4001,41146.52464
-10298.040129,4001,41240.811372
-8105.477564,4001,41334.559159
-10841.751354,4001,41428.962956
-6150.567457,4001,41523.396747
-10471.889504,4001,41617.788539
-6611.145013,4001,41711.93833
-3897.798096,4001,41806.353122
-7782.7328,4001,41901.27592
-12614.590373,4001,41996.150717
-8231.980021,4001,42090.40351
-5736.816574,4001,42184.396298
-4805.759713,4001,42279.485034
-7791.328845,4001,42373.406587
-9748.348696,4001,42468.078382
-3573.770785,4001,42562.480176
-11218.339696,4001,42656.341964
-8762.390539,4001,42750.241404
-3014.018066,4001,42844.654221
-9667.224831,4001,42939.29304
-5666.201389,4001,43034.228866
-7495.852263,4001,43128.859653
-5352.490637,4001,43223.92945
-2291.834347,4001,43323.959239
-3937.006948,4001,43421.649069
-3879.789674,4001,43518.65041
-10423.643843,4001,43615.152222
-10110.341629,4001,43711.366029
-2607.856943,4001,43807.244558
-5479.007551,4001,43903.565486
-2856.270285,4001,43997.884274
-4139.842693,4001,44092.100067
-3912.193504,4001,44186.107856
-9126.799613,4001,44279.864644
-2832.697911,4001,44374.075436
-3354.862693,4001,44468.32532
-5813.408397,4001,44562.923085
-2650.837578,4001,44657.274748
-8005.916332,4001,44751.71949
-3345.957719,4001,44845.832246
-2401.468148,4001,44939.956378
-6004.368877,4001,45033.566165
-3705.679792,4001,45127.550955
-10032.242613,4001,45221.789525
-3007.465869,4001,45315.997316
-3824.592398,4001,45409.728247
-2431.261559,4001,45504.012039
-3524.763407,4001,45598.010829
-8775.597547,4001,45692.550771
-6004.116147,4001,45786.289559
-7474.977563,4001,45880.202348
-8745.636778,4001,45973.98805
-3995.408713,4001,46068.381841
-13063.105699,4001,46162.210552
-5193.515487,4001,46256.524474
-2820.413661,4001,46351.071207
-5072.93851,4001,46445.339933
-2702.094011,4001,46539.814822
-3007.161913,4001,46634.323661
-9411.701216,4001,46728.234446
-2986.041622,4001,46823.066242
-11009.524282,4001,46917.671992
-3981.114145,4001,47011.753083
-6780.459334,4001,47106.66488
-3637.295735,4001,47201.031672
-6134.887936,4001,47295.966469
-2708.540262,4001,47390.403388
-6329.691195,4001,47485.350079
-2362.750687,4001,47579.839963
-3490.947387,4001,47674.24855
-2743.651527,4001,47768.591343
-6357.377713,4001,47862.813164
-6935.459336,4001,47957.480314
-4688.197461,4001,48051.619324
-1608.311914,4001,48146.017197
-4362.03612,4001,48240.158864
-3112.6784,4001,48334.658706
-3955.032445,4001,48428.895498
-5396.655606,4001,48523.335292
-3731.147189,4001,48617.665083
-2778.262425,4001,48711.746426
-5995.068226,4001,48805.287389
-3398.299928,4001,48898.664411
-3148.251543,4001,48992.48085
-3517.35506,4001,49085.950951
-5971.390207,4001,49179.635737
-4389.687192,4001,49272.946534
-6293.819308,4001,49366.768324
-8723.525468,4001,49460.967821
-3589.075691,4001,49554.575715
-7388.366967,4001,49648.302527
-4728.851626,4001,49742.10561
-2398.92374,4001,49835.675177
-2729.639389,4001,49929.034584
-3328.105787,4001,50022.12572
-4361.849154,4001,50115.829528
-4428.481398,4001,50209.717827
-3693.917948,4001,50303.359169
-6180.989713,4001,50397.182953
-5056.988897,4001,50490.950148
-10014.695381,4001,50585.055526
-3000.971442,4001,50678.959855
-4077.986534,4001,50772.710281
-4278.190782,4001,50866.598069
-4267.878098,4001,50960.529828
-2190.986165,4001,51055.073561
-3378.301498,4001,51149.430619
-5857.781261,4001,51243.537525
-3126.191228,4001,51337.797025
-4402.423434,4001,51431.558826
-3435.407758,4001,51525.706686
-6594.126675,4001,51619.888549
-3322.269291,4001,51714.080361
-4159.918863,4001,51809.013212
-3535.995378,4001,51902.46693
-4597.977181,4001,51996.44384
-3564.318819,4001,52090.247779
-6488.247137,4001,52184.408291
-4008.614291,4001,52278.614005
-5646.628156,4001,52372.606875
-10359.447167,4001,52466.911734
-6407.493521,4001,52567.757452
-8435.766588,4001,52673.93902
-7223.830873,4001,52767.729438
-5600.50036,4001,52861.784343
-3080.217824,4001,52955.4801
-6163.110958,4001,53049.052645
-3740.359313,4001,53141.829453
-4246.818295,4001,53234.880847
-4074.22917,4001,53328.253032
-3422.420736,4001,53422.540971
-6615.546003,4001,53516.718834
-3157.986229,4001,53611.020625
-2969.251332,4001,53705.130469
-4150.486591,4001,53799.207389
-6781.848109,4001,53893.429847
-7019.757036,4001,53987.129405
-4426.35812,4001,54080.652331
-3584.064211,4001,54174.148381
-4302.156331,4001,54268.145368
-7809.252554,4001,54362.352266
-6011.669674,4001,54455.678085
-4590.433639,4001,54548.852433
-4582.563059,4001,54642.448277
-4098.819502,4001,54736.257129
-3794.168616,4001,54829.996274
-4036.694567,4001,54924.071324
-3615.029847,4001,55017.798776
-4032.846639,4001,55112.389279
-3021.037793,4001,55206.213214
-4544.164827,4001,55300.299046
-4741.035021,4001,55394.217063
-3746.698113,4001,55487.851
-3836.138674,4001,55581.51733
-3069.52594,4001,55674.686265
-4822.674081,4001,55768.369977
-4217.028143,4001,55862.309759
-3053.823357,4001,55955.963601
-3135.868051,4001,56050.049567
-3645.931121,4001,56144.317381
-3488.958285,4001,56238.170333
-2817.120081,4001,56332.293077
-3390.098324,4001,56426.75502
-3312.988445,4001,56520.994356
-3414.846933,4001,56615.266423
-2190.396255,4001,56709.984327
-2890.61776,4001,56803.342167
-3533.31331,4001,56897.170067
-3100.199567,4001,56990.773422
-3247.722375,4001,57083.932268
-3080.711359,4001,57177.865123
-2180.502865,4001,57271.297304
-3941.054253,4001,57364.405631
-2802.074354,4001,57457.951418
-2755.478996,4001,57551.934206
-2484.526732,4001,57645.408061
-1763.088573,4001,57739.038819
-4066.04935,4001,57831.996392
-2555.564817,4001,57925.321897
-2270.224703,4001,58018.759228
-1438.111145,4001,58112.43707
-3611.301662,4001,58205.512668
-2707.825172,4001,58299.642647
-2712.250305,4001,58393.269435
-2597.904929,4001,58486.603011
-3073.152402,4001,58580.235616
-1959.947318,4001,58674.05397
-3402.62855,4001,58768.190328
-3041.54195,4001,58861.73569
-2128.936,4001,58955.673512
-3062.884089,4001,59048.836059
-1804.233445,4001,59141.718378
-3648.728594,4001,59235.434648
-2272.963108,4001,59328.515564
-2939.614982,4001,59421.825382
-2194.145595,4001,59515.348168
-3327.738332,4001,59608.37705
-2936.355917,4001,59702.049935
