#{"t_start": 1707317816.0819433, "env_id": "None"}
r,l,t
-331.318043,5000,15875.214314
-277.753678,5000,15977.23717
-366.686146,5000,16079.154024
-1818.326316,5000,16181.785888
-350.756456,5000,16282.06573
-335.095993,5000,16382.479574
-375.088554,5000,16483.406437
-271.516299,5000,16584.482287
-383.070683,5000,16685.738041
-401.357838,5000,16786.488787
-371.087025,5000,16888.125644
-418.901669,5000,16992.306516
28.41908,5000,17094.574262
-785.386114,5000,17195.530113
-451.294875,5000,17297.224972
-405.737584,5000,17398.78468
-449.877346,5000,17499.836524
-433.283286,5000,17601.667375
-403.57876,5000,17703.460215
-410.567315,5000,17806.730072
-363.467011,5000,17908.973934
-374.416914,5000,18010.922772
-366.060803,5000,18113.780624
-352.125074,5000,18216.597377
-352.564344,5000,18319.229231
-364.324317,5000,18420.83007
-391.964485,5000,18522.326913
-213.695498,5000,18624.14376
-192.211317,5000,18726.67961
-370.338648,5000,18828.97646
-334.782583,5000,18931.270307
-289.490598,5000,19032.230147
-244.254208,5000,19133.745987
-262.073353,5000,19234.843828
-348.341438,5000,19337.154623
-43.126479,5000,19439.334469
-269.003839,5000,19540.944412
-348.165808,5000,19641.69225
-299.403205,5000,19742.754025
-488.637706,5000,19844.508873
-362.202542,5000,19947.108723
-392.739612,5000,20048.240517
-410.007568,5000,20148.72835
-414.244716,5000,20250.438196
-405.615351,5000,20351.932034
-354.914117,5000,20453.608878
-388.648237,5000,20555.736676
-411.9934,5000,20658.543464
-365.310558,5000,20760.825312
-384.27195,5000,20862.865102
-363.030551,5000,20964.293862
-380.485802,5000,21065.789707
-434.994046,5000,21167.701555
-445.624453,5000,21269.631906
-439.651266,5000,21372.037744
-445.966828,5000,21474.449583
-456.672602,5000,21575.526593
-408.285733,5000,21677.211642
-348.197235,5000,21778.740732
-396.352169,5000,21880.366833
-377.997327,5000,21981.719921
-300.414848,5000,22083.472026
-375.455807,5000,22184.652113
-344.832593,5000,22285.909159
-400.906698,5000,22387.43326
-343.967903,5000,22489.734414
-403.863092,5000,22590.676491
-352.896943,5000,22692.604599
-1810.63132,5000,22793.617684
-394.967358,5000,22894.546759
-380.268403,5000,22994.939783
-384.614438,5000,23097.65091
-429.767046,5000,23198.271945
-394.852766,5000,23299.978077
-391.549566,5000,23401.334009
-257.461147,5000,23503.534073
-412.641678,5000,23604.891165
-359.179211,5000,23706.148322
-342.340259,5000,23808.772452
-339.187181,5000,23910.640559
-306.78116,5000,24012.34766
-367.598015,5000,24113.94973
-359.078514,5000,24216.795865
-350.406995,5000,24317.413934
-348.783829,5000,24418.078003
-341.675961,5000,24518.903999
-427.476708,5000,24619.947082
-307.90097,5000,24721.68918
-413.848505,5000,24822.226248
-412.938482,5000,24936.982567
-429.304283,5000,25048.591967
-434.983799,5000,25152.813421
-367.15622,5000,25257.38658
-340.236581,5000,25374.316998
-118.402038,5000,25480.27807
-215.820044,5000,25583.500909
-359.860588,5000,25686.052031
-330.616195,5000,25786.605116
-330.018285,5000,25888.36922
-340.978395,5000,25990.825344
-318.819379,5000,26092.068437
-284.003218,5000,26192.327513
-325.706116,5000,26295.930659
-300.153649,5000,26397.624766
-306.249706,5000,26498.76186
-274.68813,5000,26599.938848
-272.069603,5000,26703.005985
-192.171083,5000,26804.040076
-268.84361,5000,26903.973142
-214.724846,5000,27003.452201
-281.998946,5000,27103.222111
-271.2769,5000,27204.033201
-295.67287,5000,27304.241276
-254.295902,5000,27404.288348
-271.706609,5000,27505.258435
-271.498669,5000,27606.526531
-230.346902,5000,27706.164504
-368.454632,5000,27805.962568
-288.095202,5000,27904.846612
-326.469945,5000,28005.200689
-324.564151,5000,28105.340763
-354.979229,5000,28205.409836
-347.557054,5000,28305.031896
-366.022223,5000,28405.05594
-304.070742,5000,28505.931026
-312.643861,5000,28606.545105
-325.20641,5000,28707.727036
-302.942627,5000,28807.926558
-341.0,5000,28909.0531
-302.503234,5000,29012.144665
-321.634594,5000,29112.3907
-307.93564,5000,29213.342238
-328.164605,5000,29316.63081
-330.828182,5000,29418.09825
-305.41493,5000,29519.962795
-262.25371,5000,29621.446338
-1806.259888,5000,29723.643932
-1844.207186,5000,29825.385481
-1836.066228,5000,29925.761908
-319.585499,5000,30027.044443
-323.414214,5000,30127.288928
-57.018191,5000,30228.591467
-368.86929,5000,30328.966995
-386.702296,5000,30430.091528
-330.577543,5000,30531.343066
-369.196239,5000,30631.778591
-347.43235,5000,30732.366127
-327.395339,5000,30834.210655
-291.497025,5000,30934.999186
-301.369838,5000,31035.602574
-321.350962,5000,31136.942117
-113.744241,5000,31238.807667
-303.906284,5000,31340.390204
-17.026709,5000,31440.926683
-304.89196,5000,31541.843217
-311.779115,5000,31643.883767
-322.286171,5000,31745.365311
-326.510714,5000,31847.293785
-330.4493,5000,31947.779347
-1804.43026,5000,32049.587815
-313.635021,5000,32150.352351
-307.890793,5000,32251.630888
94.380693,5000,32349.929158
-340.859401,5000,32441.902268
-314.326014,5000,32535.5534
-322.62006,5000,32626.569504
-353.914874,5000,32716.878636
-332.410137,5000,32807.340728
-149.899057,5000,32902.619881
-332.812861,5000,32993.745982
-340.638756,5000,33084.521085
-135.608698,5000,33174.902175
-364.704973,5000,33265.298269
23.547259,5000,33355.725367
-286.485798,5000,33446.401465
-317.906029,5000,33536.950553
-284.319822,5000,33627.707562
-506.289966,5000,33718.407666
-39.843027,5000,33809.316759
-341.342622,5000,33901.495889
-343.28375,5000,33992.133922
-346.747786,5000,34083.527061
-365.223663,5000,34174.004118
-305.304453,5000,34264.50894
-343.367784,5000,34355.524036
-385.109731,5000,34446.131019
-402.681406,5000,34536.522116
-339.658357,5000,34627.022204
-391.998415,5000,34719.206319
-375.063405,5000,34810.622354
-301.487135,5000,34902.061427
